,relateid,actual,predicted,age_confidence,type_confidence,desc,atlas_estimate,color
0,100104,CSLT,CSTL,0.9743828199280407,0.9282245882310233,ST. LAWRENCE,CTMZ,UNKNOWN
1,100112,OSPC,CJDN,0.9297468691027047,0.9996050441282618,ROCK,OPSH,UNKNOWN
2,100115,OSTP,QUUU,0.9290010268317346,0.6591943285082765,SANDROCK,QCS,UNKNOWN
3,100119,OSTP,CJDN,0.918706976959832,0.9993905626951968,SANDROCK,OSTP,UNKNOWN
4,100120,OSTP,CJDN,0.8877562456986864,0.9994974984781405,SANDSTONE,OSTP,UNKNOWN
5,100121,OSTP,CJDN,0.8601634531647303,0.9994447997983406,SANDSTONE,OSTP,UNKNOWN
6,100140,OSTP,CJDN,0.9066435185037203,0.9978321764512283,CLAY,OSTP,UNKNOWN
7,100140,FILL,QUUU,0.9341227651555731,0.7688784264067745,FILL,QHI,UNKNOWN
8,100141,OPDC,CJDN,0.6428671792564818,0.9929659983360706,SHAKOPEE,OPSH,UNKNOWN
9,100142,OPDC,QBUU,0.6407703572579312,0.9984905706774263,SHAKOPEE,OPSH,UNKNOWN
10,100143,OPDC,QBUU,0.5327167711586457,0.6145043141372347,SHAKOPEE,OPSH,UNKNOWN
11,100149,OPDC,CJDN,0.8333537088340522,0.9763536213680236,SHAKOPEE ROCK,OPSH,UNKNOWN
12,100156,RUUK,QUUK,0.9993000929993687,0.981322536855432,TOPSOIL,QSH,BLACK   
13,100157,RUUK,QUUK,0.9986588223045528,0.981322536855432,TOPSOIL,QHT,BLACK   
14,100158,RUUK,QUUK,0.9960880166233119,0.9866016849468877,TOP SOIL,QHT,BLACK   
15,100159,RUUK,QUUK,0.9965275595488029,0.9869539306480789,TOP SOIL,QHT,BLACK   
16,100160,RUUK,QUUK,0.9962689739882743,0.9869539306480789,TOP SOIL,QHT,BLACK   
17,100163,CWEC,CJDN,0.6780871861995412,0.8866635079504723,LENSES OF HARD ROCK & SANDSTONE,CECR,WHITE   
18,100163,RUUK,QUUK,0.9969903854056403,0.9866016849468877,TOP SOIL,QHT,BLACK   
19,100164,RUUK,QUUK,0.9972450052409115,0.9867500753499641,TOP SOIL,QSH,BLACK   
20,100166,RUUK,QUUK,0.999084297189394,0.981322536855432,TOPSOIL,QHT,BLACK   
21,100170,FILL,QUUU,0.8681321483436002,0.7688784264067745,FILL,QHT,UNKNOWN
22,100173,RUUU,QUUU,0.9958165485697521,0.9866016849468877,TOP SOIL,QHT,UNKNOWN
23,100180,RUUK,QUUK,0.9937100202649757,0.8938635222356096,SOIL,QHT,BLACK   
24,100183,OPDC,CJDN,0.8354067979056681,0.9995125016413863,ROCK,OPOD,UNKNOWN
25,100183,QCUU,OPDC,0.9045569504453326,0.999051671806995,CLAY,OPOD,UNKNOWN
26,100183,RUUU,QWUU,0.9992359843283151,0.9995986495323554,SANDY SOIL,QHT,UNKNOWN
27,100186,RUUK,QUUK,0.99261551693388,0.8938635222356096,SOIL,UNKNOWN,BLACK   
28,100188,CJDN,QFUU,0.5543505394932042,0.8809387464089566,SANDSTONE,CJDN,UNKNOWN
29,100188,OSTP,CJDN,0.7912567671309024,0.9588732495487924,SANDROCK & SHALE,OSTP,UNKNOWN
30,100188,QCUG,OSTP,0.5254525686479137,0.997072401442943,GUMMY CLAY,QS2,GRAY    
31,100189,RUUK,QUUK,0.9990343249349749,0.981322536855432,TOPSOIL,QHT,BLACK   
32,100191,OPVL,CJDN,0.9774879942455332,0.9963339409086142,LIMEROCK,OSTP,UNKNOWN
33,100194,CSLT,CJDN,0.977299785046861,0.6411505310626946,MIXED ROCKS,CSTL,UNKNOWN
34,100195,QPUU,QUUU,0.9673587480892496,0.8164109069196476,MIXED,QCS,UNKNOWN
35,100195,QFUU,QNUU,0.9997982406587258,0.7328533222879139,SWAMP SAND,QHI,UNKNOWN
36,100207,OSTP,CJDN,0.731733372461092,0.9982555794043916,SANDSTONE,OSTP,YELLOW  
37,100207,RUUK,QUUK,0.9994105469943919,0.981322536855432,TOPSOIL,QHT,BLACK   
38,100208,OPVL,CJDN,0.9899783090353378,0.9293438259959547,LIMESTONE,OSTP,YELLOW  
39,100208,RUUK,QUUK,0.987366385933497,0.981322536855432,TOPSOIL,UNKNOWN,BLACK   
40,100210,OSTP,CSTL,0.6739029416701536,0.7419533511787887,SHALE,QSF2,UNKNOWN
41,100210,QPUG,OSTP,0.5315836870731099,0.999997113817546,CLAY-GRAVEL LEDGES,QSC,GRAY    
42,100211,RUUK,QUUK,0.9967563241547097,0.9869539306480789,TOP SOIL,QHT,BLACK   
43,100212,CJDN,QFUW,0.5811936854855286,0.8235191057539298,WHITE SANDSTONE,CJDN,WHITE   
44,100212,OSTP,CJDN,0.8759174974591657,0.9942805207395861,SHALE & SANDSTONE,CJDN,WHITE   
45,100212,QPUR,OSTP,0.8264003202396322,0.9998483427028085,CLAY & GRAVEL,QSF2,RED     
46,100212,RUUK,QUUK,0.9965462619990966,0.9867500753499641,TOP SOIL,QHT,BLACK   
47,100216,RUUK,QUUK,0.9965220835750817,0.9869539306480789,TOP SOIL,UNKNOWN,BLACK   
48,100227,CTCG,CSTL,0.7374750122151459,0.9818391304147336,CREVICE,CSTL,UNKNOWN
49,100227,CJDN,QBUO,0.7058898617668012,0.9994021077758717,LIMESTONE,UNKNOWN,ORANGE  
50,100227,RUUB,QUUB,0.9958890886096949,0.9867500753499641,TOP SOIL,UNKNOWN,BROWN   
51,100229,RUUB,QUUB,0.9847638065811523,0.9869539306480789,TOP SOIL,UNKNOWN,BROWN   
52,100236,RUUK,QUUK,0.9980156014127828,0.981322536855432,TOPSOIL,QVT,BLACK   
53,100238,RUUK,QUUK,0.9989849140767706,0.981322536855432,TOPSOIL,QHT,BLACK   
54,100239,QPUY,OSTP,0.6717180070061404,0.9896761122980067,CLAY & GRAVEL,QSF1,YELLOW  
55,100244,RUUU,QNUU,0.9885690977440154,0.8185050641748026,DIRT & GRAVEL,QSH,UNKNOWN
56,100246,RUUU,QUUU,0.9990399815891101,0.981322536855432,TOPSOIL,QHT,UNKNOWN
57,100255,RUUU,QUUU,0.9974121672335933,0.9869539306480789,TOP SOIL,QSH,UNKNOWN
58,100256,OPDC,CJDN,0.6865212442388714,0.9966685177154279,ROCK,OSTP,YEL/GRN 
59,100256,QCUB,QCUY,0.9425026469280159,0.9899500369553356,CLAY,UNKNOWN,YELLOW  
60,100256,QCUU,QCUL,0.9425026469280159,0.9899500369553356,CLAY,UNKNOWN,GREEN   
61,100256,QCUG,QUUG,0.9863590929420569,0.9880022067329977,NO RECORD,QVT,BLUE    
62,100256,QCUY,QUUY,0.9873120110977261,0.9880022067329977,NO RECORD,QHT,YELLOW  
63,100260,OSTP,CJDN,0.7302183699337028,0.9694798389493932,CREVICE,OSTP,UNKNOWN
64,100260,QUUU,OSTP,0.5736330962138467,0.9397133016531709,MIXED,OSTP,UNKNOWN
65,100260,QGUU,OSTP,0.5237295253976553,0.9832221728760633,GRAVEL,QCS,UNKNOWN
66,100260,QGUU,OPVL,0.6245420433713327,0.7717092534577586,GRAVEL,QS2,DARK    
67,100260,QCUR,QUUR,0.975518742451945,0.9864831653259801,DRIFT,QTT,RED     
68,100260,QCUY,QUUY,0.9684525146905107,0.9864831653259801,DRIFT,QVT,YELLOW  
69,100260,FILL,QUUU,0.9348802773829571,0.7688784264067745,FILL,UNKNOWN,UNKNOWN
70,100261,FILL,QGUY,0.974710261608202,0.9983430123362049,GRAVEL FILL,QHI,YELLOW  
71,100268,RUUU,QUUU,0.9971479599521091,0.9867500753499641,TOP SOIL,QHT,UNKNOWN
72,100275,RUUU,QUUU,0.9971379792380373,0.9869539306480789,TOP SOIL,QHT,UNKNOWN
73,100276,RUUU,QUUU,0.9135135482652875,0.6911333099466596,TOP,UNKNOWN,UNKNOWN
74,100281,QFUU,QGUU,0.7123009672158375,0.6933799415602138,COARSE,QS3,UNKNOWN
75,100281,QPUR,OSTP,0.5429014123651194,0.6949862967258655,LOOSE CLAY & GRAVEL,QCS,RED     
76,100281,QCUG,QUUG,0.9802482429779196,0.7151018207851609,TIGHT,QVT,BLUE    
77,100281,FILL,QUUU,0.9808722526423187,0.7688784264067745,FILL,QSH,UNKNOWN
78,100283,OPDC,CJDN,0.7123512133302459,0.9993482120841164,ROCK,OPOD,TAN/RED 
79,100283,OSTP,OPDC,0.9654832043067759,0.5965806999657282,SHALE,OSTP,GREEN   
80,100283,OSTP,OPDC,0.9780891029183147,0.9918358585781387,SHALE,OSTP,WHITE   
81,100283,QGUU,OSTP,0.6346915557294991,0.7934313044739831,GRAVEL,QF2,DARK    
82,100283,QGUU,OSTP,0.6041354975026927,0.9992402223617486,GRAVEL,QML,DARK    
83,100283,QPUB,QPUG,0.9137575655008414,0.9912557274953296,STONEY,QVT,BLUE    
84,100283,RUUU,QUUU,0.9935011913779334,0.8933690427234269,GUMMY TOPSOIL,QVT,UNKNOWN
85,100284,RUUU,QUUU,0.9958509946551575,0.9867500753499641,TOP SOIL,UNKNOWN,UNKNOWN
86,100285,RUUU,QUUU,0.9908657892272958,0.9866016849468877,TOP SOIL,QHT,UNKNOWN
87,100286,QSUU,QWUU,0.9950912965065829,0.8744636980468092,MUCK,QSH,UNKNOWN
88,100288,RUUU,QUUU,0.99693810775186,0.9869539306480789,TOP SOIL,QHT,UNKNOWN
89,100289,RUUU,QUUU,0.9988235332237568,0.981322536855432,TOPSOIL,QHT,UNKNOWN
90,100290,RUUU,QUUU,0.9984231082706136,0.981322536855432,TOPSOIL,QHT,UNKNOWN
91,100292,RUUU,QUUU,0.9957125047173974,0.9867500753499641,TOP SOIL,UNKNOWN,UNKNOWN
92,100293,RUUU,QUUU,0.9972291192656338,0.981322536855432,TOPSOIL,UNKNOWN,UNKNOWN
93,100295,FILL,QUUU,0.9590052667945532,0.7688784264067745,FILL,QSH,UNKNOWN
94,100297,RUUU,QUUU,0.9757495101422297,0.6911333099466596,TOP,QHT,UNKNOWN
95,100298,RUUU,QUUU,0.9506761653387128,0.6911333099466596,TOP,UNKNOWN,UNKNOWN
96,100299,RUUU,QUUU,0.9965283517357624,0.9866016849468877,TOP SOIL,QHT,UNKNOWN
97,100306,QCUG,QUUG,0.9958344010237438,0.7151018207851609,TIGHT,QMT,BLUE    
98,100307,RUUU,QUUU,0.9961525818714824,0.9866016849468877,TOP SOIL,UNKNOWN,UNKNOWN
99,100308,QUUG,QCUG,0.9978363719294758,0.9917498357991792,DARK,QS2,GRAY    
100,100309,RUUU,QUUU,0.99636715704054,0.9869539306480789,TOP SOIL,QHT,UNKNOWN
101,100310,CJDN,CSTL,0.9983508157898213,0.5121545746090795,SHALE,CSTL,GREEN   
102,100310,OSTP,CJDN,0.5902260866496143,0.9949493116697293,SANDROCK & SHALE,OSTP,UNKNOWN
103,100310,QCUU,QCUG,0.7452165409603514,0.9899500369553356,CLAY,QML,BLUE    
104,100310,QCUU,QCUG,0.7645772800505856,0.9899500369553356,CLAY,QML,BLUE    
105,100313,RUUU,QUUU,0.9972832320874659,0.9867500753499641,TOP SOIL,QHT,UNKNOWN
106,100322,CSLT,CTCG,0.9322624820704318,0.9609149878760609,ROCK W/SHALE,CTLR,UNKNOWN
107,100322,QCUG,QUUG,0.9836951106953861,0.7151018207851609,TIGHT,QSC,GRAY    
108,100322,QCUG,QUUG,0.994381508705194,0.7151018207851609,TIGHT,QSC,BLUE    
109,100322,QCUG,QUUG,0.9563752570874838,0.9880022067329977,NO RECORD,QHT,BLUE    
110,100322,QCUY,QUUY,0.9827947263357869,0.9880022067329977,NO RECORD,QHT,YELLOW  
111,100322,RUUU,QUUU,0.9170134081284462,0.6911333099466596,TOP,UNKNOWN,UNKNOWN
112,100324,RUUU,QUUU,0.943856359602084,0.6911333099466596,TOP,QHT,UNKNOWN
113,100327,OSTP,QBUU,0.5673027208540401,0.9997767514078761,STONE LEDGE,UNKNOWN,UNKNOWN
114,100327,RUUU,QUUU,0.9282053758036165,0.6911333099466596,TOP,QHT,UNKNOWN
115,100329,QUUB,QUUY,0.9799429003595963,0.9902564950700649,NO RECORD,QHT,YELLOW  
116,100329,RUUU,QUUU,0.9898130716669035,0.9866016849468877,TOP SOIL,QHT,UNKNOWN
117,100331,RUUB,QUUB,0.9950148912895311,0.9866016849468877,TOP SOIL,UNKNOWN,BROWN   
118,100332,RUUU,QUUU,0.9992005121740347,0.981322536855432,TOPSOIL,QHT,UNKNOWN
119,100335,QCUG,QUUG,0.9520625860645888,0.9902564950700649,NO RECORD,QVT,BLUE    
120,100335,RUUU,QUUU,0.9981266138751038,0.981322536855432,TOPSOIL,UNKNOWN,UNKNOWN
121,100336,QPUR,OSTP,0.7051287754948771,0.7097651322803468,COARSE GRAVEL & CLAY,QSC,RED     
122,100336,QPUG,OSTP,0.6804753676534016,0.6663072328213935,COARSE GRAVEL & CLAY,QSC,BLUE    
123,100341,OSTP,CSTL,0.45948871682485853,0.9466648486146977,SHALE-GUMS BIT,UNKNOWN,BLACK   
124,100341,FILL,QUUU,0.9500747508726639,0.7688784264067745,FILL,QHT,UNKNOWN
125,100342,RUUU,QUUU,0.9967609509784815,0.9867500753499641,TOP SOIL,QSH,UNKNOWN
126,100344,QFUU,QNUU,0.9999298760418674,0.7328533222879139,SWAMP SAND,QSH,UNKNOWN
127,100346,CJDN,QFUG,0.7037303736321742,0.9466733666311379,CLEAN SANDSTONE,OSTP,GRAY    
128,100346,OSTP,CJDN,0.816015283849089,0.9970564653454279,FINE SS W/SHALE,OSTP,GRAY    
129,100346,QGUY,OSTP,0.6713897551302218,0.9940974678993295,COARSE GRAVEL & BOULDERS,OSTP,YELLOW  
130,100346,QCUG,QCUL,0.8408632846338456,0.9899500369553356,CLAY,QF2,GREEN   
131,100350,QGUU,OSTP,0.5174030548428794,0.9959908399575699,VERY COARSE GRAVEL,QS2,UNKNOWN
132,100350,RUUU,QUUU,0.997088453897144,0.981322536855432,TOPSOIL,UNKNOWN,UNKNOWN
133,102662,CTCG,CSTL,0.9982937315177313,0.6356217667229266,SHALE & SANDROCK,CTMZ,BLUE    
134,102662,QPUU,OSTP,0.7258540270388635,0.9999763050520772,CLAY & GRAVEL,QML,UNKNOWN
135,104247,RUUB,QUUB,0.9709408496273818,0.8938635222356096,SOIL,UNKNOWN,BROWN   
136,104701,OSTP,CJDN,0.5235240953900321,0.9966175879774537,SHALE,OSTP,GRAY    
137,104702,OSTP,CJDN,0.3789119937471408,0.9954102905175516,SHALE & SANDROCK STICKY,OSTP,BROWN   
138,104704,QPUL,CJDN,0.7599390880181744,0.614560454673511,"HARDPAN, SHALE",QET,GREEN   
139,104705,CTCG,CJDN,0.7401063142664229,0.8828092945398344,SANDROCK,CSTL,WHITE   
140,104705,CJSL,CJDN,0.9963569565541744,0.5678433889477512,SHALE AND SANDROCK,CSTL,GREEN   
141,104712,QCUB,OSTP,0.5807922185759666,0.7177886816973498,CLAY (STICKY),QML,BROWN   
142,104713,CTMZ,CSTL,0.6195038731680408,0.8820159809317611,SANDSTONE,CJDN,GRY/WHT 
143,104717,CJDN,QFUU,0.7479575004170173,0.789156492184612,SOFT SANDSTONE UNCEMENTED,QML,GRY/WHT 
144,104718,QPUB,OSTP,0.6686389817883209,0.9810214397148965,"GRAVEL, CLAY, HARDPAN & SAND",QCS,BROWN   
145,104721,CJDN,QBUU,0.6316570260801351,0.7437172441111267,SANDSTONE,CJDN,GRY/WHT 
146,104726,QPUG,CTCG,0.5273040701009458,0.7606501898945288,HARDPAN,QET,GRAY    
147,104726,QPUB,OSTP,0.6004853383421962,0.9996259638887952,CLAY GRAVELLY,QSF2,BROWN   
148,104727,OSTP,CJDN,0.8239868861394296,0.9778177947544063,"HARD SANDROCK, GRAVELY & SHALEY",OSTP,UNKNOWN
149,104736,QPUB,OSTP,0.5752096806484626,0.8712351970890926,CLAY (GRAVELLY),QS2,BROWN   
150,104739,QPUB,CJDN,0.9371272868282883,0.9141423887614195,CLAY WI/GRAVEL,QSF2,BROWN   
151,104743,CTCG,CSTL,0.8873502900964315,0.8376577101212973,SANDROCK,CSTL,WHITE   
152,104743,CSTL,CJDN,0.9948119686082669,0.9936654751690863,SHALE,CJDN,GRN/WHT 
153,104743,QHUB,OSTP,0.9241150808295253,0.9999739059059614,SANDY GRAVEL,QS1,BROWN   
154,104744,QGUB,OSTP,0.8827080818950092,0.9997986915803713,CEMENTED GRAVEL,QS3,BROWN   
155,104744,QPUB,OSTP,0.8175520911588988,0.9519162084847913,GRAVELLY CLAY,QCS,BROWN   
156,104747,CJDN,QFUU,0.8867753852275356,0.9877701630891841,SANDSTONE (UNCEMENTED),QS3,YEL/WHT 
157,104750,QCUR,CJDN,0.8185076361098295,0.8798582357804298,SHALE (STICKY),QSF2,RED     
158,104752,QPUU,CJDN,0.5616105638973171,0.9850399689074345,SHALE W/GRAVEL,QSF2,RED/BRN 
159,104752,QPUR,OSTP,0.5749291876924967,0.7985587725268849,CLAY W/GRAVEL,QCS,RED     
160,104758,QCUG,CSTL,0.5856203596876635,0.9470147735088609,CLAY (SHALEY STICKY LAYERS),QSF2,DK. GRY 
161,104762,QPUG,CSTL,0.7765176758912913,0.6938494268540315,"SHALE W/GRAVEL (BOULDERS, ETC.)",QET,GRAY    
162,104762,QPUG,OSTP,0.602622771901658,0.9933875552405634,"HARDPAN (CEMENTED CLAY, ROCKS, ETC",QSF2,GRAY    
163,104764,QPUG,CSTL,0.5427766444381422,0.9046764044482422,"HARDPAN (CEMENTED CLAY, GRVL, ROCK",QSF2,GRAY    
164,104768,OSTP,CJDN,0.8427327422131767,0.9962787143188354,SHALE AND LAYERS SANDSTONE,OSTP,RED/WHT 
165,104768,QCUY,QCUU,0.999740009866888,0.9899500369553356,CLAY,QHT,YEL/BRN 
166,104775,CTCG,QUUU,0.6600314179563581,0.6591943285082765,SANDROCK,UNKNOWN,GRY/WHT 
167,104775,QPUU,CSTL,0.49583434456013004,0.8625135940806673,HARDPAN & SHALE,QET,BLU/GRN 
168,104776,QCUG,CSTL,0.6254917225754677,0.8854994968190104,SHALE & CLAY (STICKY),QCS,GRAY    
169,104778,QCUG,QCUU,0.9857148731688196,0.9899500369553356,CLAY,QML,BLU/GRY 
170,104779,RUUK,QNUK,0.9998260902620502,0.8778564406479633,SANDY DIRT,QL,BLACK   
171,104783,CJDN,CSTL,0.9905422851443535,0.6172706612195283,SHALE WHITE YELLOW BROWN,CSTL,YEL/BRN 
172,104785,QPUG,CJDN,0.7001182036521489,0.9950355377695969,CLAY (GRAVELLY),CJDN,DK. GRY 
173,104785,QPUY,OSTP,0.9799520686893992,0.9681893527472455,SHALEY CLAY W/GRAVEL,CJDN,YELLOW  
174,104785,QCUB,QCUY,0.9995836966734469,0.9899500369553356,CLAY,QHT,YELLOW  
175,104786,CJDN,QFUW,0.6235901633617059,0.9877701630891841,SANDSTONE (UNCEMENTED),CJDN,WHITE   
176,104787,CSTL,CJDN,0.6633273508039284,0.9717280824357607,SANDROCK,CJDN,GREEN   
177,104787,QPUU,CJDN,0.6644563197977063,0.5496485683169446,HARDPAN CEMENTED MIXTURE,QSF2,GRN/BRN 
178,104789,QPUY,CSTL,0.6299682934172809,0.7507814216785453,SHALE W/GRAVEL,QSF2,YELLOW  
179,104789,QPUB,OSTP,0.6259390115089852,0.999741600065929,SHALE W/GRAVEL,QSF2,BROWN   
180,104789,QPUL,OSTP,0.683274344407772,0.9996903019112404,SHALE W/GRAVEL,QML,GREEN   
181,104789,QPUB,OSTP,0.749993219353929,0.49922818583353873,CLAY (W/GRAVEL),QCS,BROWN   
182,104789,QGUB,OSTP,0.6412329160356459,0.9998601092195937,GRAVEL,QTT,BROWN   
183,104790,CSLT,CTCG,0.98859900820502,0.967983764470176,LIMEROCK & SHALE LAYERS,CTMZ,BLUE    
184,104790,QPUG,CSTL,0.8733457652817763,0.7054906942343026,"CLAY, GRAVEL, & SHALE LAYERS",QSF2,GRAY    
185,104790,QPUB,OSTP,0.8026296823473272,0.9860456247532884,CLAY (BOULDERS),QCS,BROWN   
186,104790,QPUB,OSTP,0.5421607631754254,0.9741984253250455,CLAY W/GRAVEL & BOULDERS,QCS,BROWN   
187,104792,CSLT,CSTL,0.9637392369378519,0.9987026134732794,SANDROCK WITH SHALE,CSTL,GRY/WHT 
188,104792,QBUY,CJDN,0.9931303632667831,0.9831556576180167,ROCKS & BOULDERS,CJDN,YELLOW  
189,104792,QPUG,OSTP,0.8010887056322722,0.8724660150555605,"SHALE, HARDPAN",QET,BLUE    
190,104792,QPUB,QPUG,0.6512758484867948,0.9999209776906038,CLAY WITH GRAVEL,QML,GRAY    
191,104795,CJDN,QFUW,0.47746401100054714,0.8809387464089566,SANDSTONE,CJDN,WHITE   
192,104798,CJSL,CSTL,0.9273806162550977,0.7734648553861703,"SANDROCK, LIMEROCK, SHALE (LAYERS)",CTMZ,WHT/BRN 
193,104799,CJDN,QFUU,0.45068475090724075,0.5461881816932016,UNCEMENTED SANDROCK,CJDN,WHT/GRY 
194,104799,OSTP,CSTL,0.9390143357706842,0.9800552348448327,SHALE,UNKNOWN,BLUE    
195,104804,OSTP,CJDN,0.8307001815999846,0.9801452427814528,SHALE,OSTP,GREEN   
196,104804,OSTP,QLUG,0.7064499906754904,0.6800708148889687,SHALE LAYERS,QSC,GRAY    
197,104805,CSLT,CTCG,0.8257825091309849,0.992063046453252,SANDROCK,CTMZ,WHT/GRN 
198,104810,CJDN,QFUW,0.5651884752164226,0.8809387464089566,SANDSTONE,CJDN,WHITE   
199,104810,QPUU,CJDN,0.810437830389002,0.979930693137577,CLAY & ROCKS & GRAVEL,QET,DK. GRN 
200,104810,QCUU,QCUL,0.9917430646017559,0.999958915503091,CLAY (STICKY),QML,GREEN   
201,104815,OSTP,CJDN,0.7761298624579654,0.9971810602334625,SHALE,OSTP,WHITE   
202,104818,QFUU,CJDN,0.8680402443039499,0.9971870607101059,COARSE WATER SAND,QS3,BRN/YEL 
203,104823,QPUG,CSTL,0.7553783025526907,0.5220193752341624,CLAY W/GRAVEL & ROCKS,QSF2,GRAY    
204,104824,CJSL,CJDN,0.9685992149186238,0.557530844185009,SANDROCK WITH BLUE LAYERS OF SHALE,CJDN,WHT/BLU 
205,104824,QCUY,CJDN,0.819292967004036,0.999825073848161,CLAY,CJDN,YELLOW  
206,104824,QPUG,QPUU,0.7805190122911068,0.9995590818355874,HARDPAN CEMENTED GRAVEL,QS2,GRY/BLU 
207,104829,CSLT,CTCG,0.7470347112412664,0.46825560350485895,SANDROCK,CSTL,GRY/WHT 
208,104829,CJSL,QPUU,0.7080159732810918,0.7070756639380669,SHALEY LIMEROCK,QF2,GRY/WHT 
209,104829,QPUU,CJDN,0.526604589535126,0.7713201218768694,SHALEY CLAY W/GRAVEL,QML,GRY/WHT 
210,104829,QCUG,QCUB,0.9998149307907707,0.9899500369553356,CLAY,QCS,BROWN   
211,104836,CJDN,QHUU,0.7848186914736461,0.6895474644071159,SANDROCK WHITE BLUE & GREEN LAYER,CJDN,VARIED  
212,104836,QPUB,CJDN,0.8665990892440019,0.7541549995128205,CLAY & GRAVEL,QF1,BROWN   
213,104837,QPUG,CJDN,0.7398864716628439,0.9802276255075888,SHALE & GRAVEL,QEO,BLUE    
214,104837,QPUL,OSTP,0.6924652142636766,0.9999807879187941,SHALE & GRAVEL,QSF2,GREEN   
215,104838,CJDN,QBUU,0.8358040269316329,0.7437172441111267,SANDSTONE,QET,WHT/GRY 
216,104838,QBUB,QBUK,0.8837236944054885,0.9999979890453529,BOULDER,QCS,BLACK   
217,104839,QBUB,QBUU,0.911097437891093,0.9999931949891356,BOULDERS,QSF2,BLK/BRN 
218,104841,OSTP,CJDN,0.9067726132657858,0.9851175339789104,SHALE W/SANDSTONE,OSTP,WHITE   
219,104842,OSTP,CJDN,0.8995520014920406,0.9933474412883723,SHALE & SANDSTONE,OSTP,WHITE   
220,104842,QPUB,OSTP,0.5893695408304385,0.9999248502682176,CLAY WITH GRAVEL,QSF2,BROWN   
221,104843,OSTP,CJDN,0.7667041565891203,0.9977382732728215,SHALE,OSTP,YELLOW  
222,104843,QPUB,OSTP,0.8113796050398685,0.9947125466600059,CLAY & GRAVEL,QCS,BROWN   
223,104844,CJDN,QFUU,0.6131054572625448,0.9877701630891841,SANDSTONE (UNCEMENTED),CJDN,WHT/YEL 
224,104844,QPUU,QGUU,0.8726734080885753,0.5920162034547989,SHALEY GRAVELLY,QCS,WHT/GRY 
225,104845,CSLT,CTCG,0.7128173798363546,0.491049563437311,SANDROCK,CSTL,GRN/WHT 
226,104845,CJDN,QLUL,0.4874878094850109,0.9340002577198719,SHALE W/SANDROCK,QH2,GREEN   
227,104851,QFUB,QFUU,0.9966392907991186,0.9996451429829251,SAND,QCS,YEL/BRN 
228,104857,CWEC,CWOC,0.9949188566543724,0.9824187004506039,SANDROCK WITH SHALE LAYERS,CWOC,GRAY    
229,104857,QCUU,CJDN,0.5815074788895285,0.5919883299728083,CLAY STICKY,QML,UNKNOWN
230,104861,QPUB,CJDN,0.5232778884607839,0.6008210018099892,CLAY & BOULDERS,QCS,BROWN   
231,104862,OSTP,CJDN,0.8626570336715529,0.99963402313129,SANDSTONE,OSTP,GRY/WHT 
232,104863,QPUB,OSTP,0.6476697753953312,0.997283540406938,CLAY W/GRAVEL,QSC,BROWN   
233,104864,QPUG,OSTP,0.9264858269666031,0.999164036646832,"CLAY, GRAVEL, ROCKS",QSF1,GRAY    
234,104874,QPUU,CJDN,0.8657084024907016,0.9823791857392294,CLAY & GRAVEL,QML,RED/BRN 
235,104875,QBUU,OSTP,0.7112486482792075,0.673757855301213,BOULDERS BLACK-BROWN,QEO,UNKNOWN
236,104875,QCUU,OSTP,0.5586872086082741,0.9939896456640468,SHALEY CLAY BLUE BROWN LAYERS,QEO,UNKNOWN
237,104880,OSTP,CJDN,0.691593428492472,0.9983655218337435,SHALE,OSTP,GREEN   
238,104881,QPUR,OSTP,0.8930049925912554,0.9885050441933934,CLAY WITH GRAVEL,QCS,RED     
239,104881,QBUK,OSTP,0.5409407221984747,0.9800447383658757,BOULDERS,QCS,BLACK   
240,104881,QPUR,OSTP,0.8425607145338031,0.9441952626484068,CLAY WITH GRAVEL,QS2,RED     
241,104882,OSTP,CJDN,0.5530009530184092,0.9805788415206348,SHALE LAYERS WHITE BROWN BLUE GRE,OSTP,VARIED  
242,104894,CSLT,CTCG,0.9398562198436093,0.827835764889587,SANDROCK & SHALE LAYERS,CTMZ,GRN/WHT 
243,104894,CJDN,CSTL,0.9984580587170627,0.9449758262891909,SHALE,CSTL,BLUE    
244,104894,QGUB,QGUU,0.6067440836396315,0.9328139106978512,BOULDERS W/GRAVEL,QEO,BLK/BRN 
245,105114,OSPC,QFUU,0.9853891515917894,0.9227491800138353,SOFT SANDROCK,QCS,UNKNOWN
246,105124,CJDN,QHUU,0.6806493593623106,0.955535244413143,SAND ROCK,CJDN,UNKNOWN
247,105124,QGUU,CJDN,0.8222924150405635,0.9802481155911242,GRAVEL,QCS,UNKNOWN
248,105125,CJDN,QFUU,0.5031235594435055,0.9649245240947956,SANDROCK,CJDN,UNKNOWN
249,105125,QGUU,CJDN,0.8289294863896808,0.9905358416574938,GRAVEL,QS2,UNKNOWN
250,105130,CJDN,QFUW,0.6567837360461655,0.925639336798898,HARD SANDROCK,CJDN,WHITE   
251,105130,OSTP,CJDN,0.6679738345215793,0.9867742269036462,SHALE,OSTP,WHITE   
252,105192,OSTP,CJDN,0.7670132257135535,0.9746136797245749,SHALE,OSTP,UNKNOWN
253,105213,OSPC,QFUU,0.7855311761806085,0.925639336798898,HARD SANDROCK,OPSH,UNKNOWN
254,105215,OSTP,CJDN,0.805303995849249,0.997024828712957,SANDROCK,OSTP,UNKNOWN
